genero,edad,peso,altura,objetivo,TMB,día,ejercicio,series,repeticiones,parte_musculo
Femenino,24,47.4,1.68,aumento de peso,1299.64,lunes,"['Y raises', 'Pseudo planche', 'Wall handstand', 'Elevaciones laterales']","[3, 4, 3, 5]","[13, 16, 14, 11]","['hombro', 'bicep_tricep', 'hombro', 'hombro']"
Masculino,26,62.2,1.67,perdida de peso,1576.34,lunes,"['Pike push ups', 'Dominadas supinas', 'Flexiones inclinadas', 'Handstand hold']","[4, 5, 4, 4]","[19, 20, 14, 24]","['bicep_tricep', 'bicep_tricep', 'pecho', 'hombro']"
Femenino,39,56.7,1.64,perdida de peso,1311.22,miércoles,"['Hollow body hold', 'Sentadillas sumo', 'Elevación de talones', 'Zancadas laterales']","[4, 5, 4, 5]","[18, 22, 15, 23]","['hombro', 'pierna', 'pierna', 'pierna']"
Masculino,44,60.4,1.66,aumento de peso,1424.28,sábado,"['Dominadas comando', 'Zancadas', 'Sentadillas sumo']","[2, 4, 4]","[13, 12, 12]","['espalda', 'pierna', 'pierna']"
Femenino,51,51.2,1.75,aumento de peso,1221.82,viernes,"['Dominadas comando', 'Hollow body hold', 'Remo invertido']","[2, 2, 4]","[10, 12, 11]","['espalda', 'hombro', 'espalda']"
Masculino,38,84.6,1.87,perdida de peso,1901.62,martes,"['Pull ups', 'Pike push ups', 'Superman', 'Dips en paralelas']","[4, 3, 5, 3]","[22, 25, 22, 14]","['espalda', 'bicep_tricep', 'espalda', 'bicep_tricep']"
Femenino,45,65.6,1.71,perdida de peso,1381.06,viernes,"['Shrugs calisténicos', 'T raises', 'Chin ups']","[3, 3, 2]","[18, 18, 14]","['hombro', 'hombro', 'espalda']"
Masculino,21,80.0,1.81,aumento de peso,1924.2,viernes,"['Dominadas neutras', 'Flexiones pike', 'Y raises', 'Pike push ups']","[6, 4, 6, 6]","[16, 13, 12, 17]","['espalda', 'hombro', 'hombro', 'hombro']"
Femenino,24,45.9,1.64,aumento de peso,1278.04,jueves,"['Flexiones archer', 'Flexiones diamante', 'Pseudo planche', 'Flexiones explosivas']","[5, 5, 5, 3]","[18, 18, 18, 16]","['pecho', 'pecho', 'bicep_tricep', 'pecho']"
Masculino,55,90.2,1.8,perdida de peso,1827.74,lunes,"['Flexiones diamante', 'Flexiones archer', 'Flexiones hindu']","[4, 2, 3]","[14, 17, 12]","['bicep_tricep', 'pecho', 'bicep_tricep']"
Femenino,51,46.8,1.69,perdida de peso,1168.78,jueves,"['Chin ups', 'Pike push ups', 'Flexiones close grip']","[3, 2, 3]","[16, 14, 19]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,45,90.3,1.77,aumento de peso,1882.11,jueves,"['Chin ups', 'Flexiones explosivas', 'Pike push ups']","[2, 3, 3]","[9, 14, 11]","['bicep_tricep', 'pecho', 'bicep_tricep']"
Femenino,36,55.3,1.69,aumento de peso,1320.88,martes,"['Pseudo planche', 'Flexiones close grip', 'Dominadas supinas', 'Pull ups']","[4, 4, 3, 3]","[14, 18, 16, 13]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'espalda']"
Masculino,42,88.6,1.8,perdida de peso,1894.22,miércoles,"['Zancadas', 'Wall sit', 'Burpees', 'Sentadillas sumo']","[4, 4, 5, 3]","[25, 19, 20, 15]","['pierna', 'pierna', 'pierna', 'pierna']"
Femenino,20,74.3,1.61,perdida de peso,1564.08,martes,"['Flexiones close grip', 'Flexiones close grip', 'Dominadas comando']","[3, 2, 3]","[16, 17, 12]","['bicep_tricep', 'bicep_tricep', 'espalda']"
Masculino,40,64.8,1.68,aumento de peso,1521.76,lunes,"['Flexiones wide grip', 'Flexiones pike', 'Shrugs calisténicos', 'Handstand hold']","[3, 4, 4, 4]","[18, 18, 12, 13]","['pecho', 'hombro', 'hombro', 'hombro']"
Femenino,19,53.0,1.62,aumento de peso,1366.1,viernes,"['Dominadas anchas', 'Remo invertido', 'Dominadas supinas', 'Dominadas comando']","[5, 3, 3, 3]","[15, 13, 16, 17]","['espalda', 'espalda', 'espalda', 'espalda']"
Masculino,25,79.6,1.89,perdida de peso,1931.52,sábado,"['Remo invertido', 'Remo invertido', 'Remo archer', 'Elevación de talones']","[4, 6, 6, 4]","[30, 25, 21, 24]","['espalda', 'espalda', 'espalda', 'pierna']"
Femenino,29,67.4,1.57,perdida de peso,1448.34,martes,"['Dominadas anchas', 'Pseudo planche', 'Superman', 'Dominadas neutras']","[5, 4, 5, 3]","[18, 20, 25, 22]","['espalda', 'bicep_tricep', 'espalda', 'espalda']"
Masculino,44,61.3,1.81,aumento de peso,1511.61,miércoles,"['Zancadas', 'Sentadillas salto', 'T raises', 'Y raises']","[5, 3, 5, 5]","[11, 18, 14, 14]","['pierna', 'pierna', 'hombro', 'hombro']"
Femenino,55,60.7,1.62,aumento de peso,1270.82,martes,"['Flexiones hindu', 'Remo con toalla', 'Flexiones hindu']","[3, 2, 3]","[15, 10, 15]","['bicep_tricep', 'espalda', 'bicep_tricep']"
Masculino,44,89.1,1.66,perdida de peso,1817.47,jueves,"['Dominadas supinas', 'Flexiones explosivas', 'Flexiones declinadas']","[3, 2, 2]","[12, 13, 20]","['bicep_tricep', 'pecho', 'pecho']"
Femenino,21,63.8,1.58,perdida de peso,1453.18,martes,"['Dominadas anchas', 'Dominadas supinas', 'Remo invertido', 'Dips entre bancos']","[4, 3, 3, 5]","[25, 13, 25, 15]","['espalda', 'espalda', 'espalda', 'bicep_tricep']"
Masculino,48,60.6,1.66,aumento de peso,1399.82,lunes,"['Dips en paralelas', 'Flexiones hindu', 'Pike push ups']","[2, 4, 2]","[9, 9, 14]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Femenino,31,45.5,1.69,aumento de peso,1250.3,miércoles,"['Sentadillas sumo', 'Pike push ups', 'Sentadillas', 'Saltos en caja']","[3, 5, 5, 4]","[16, 13, 16, 10]","['pierna', 'hombro', 'pierna', 'pierna']"
Masculino,52,91.7,1.84,perdida de peso,1888.69,sábado,"['Dominadas pronadas', 'Remo archer', 'Pull ups']","[3, 3, 4]","[13, 13, 18]","['espalda', 'espalda', 'espalda']"
Femenino,21,50.6,1.55,perdida de peso,1321.06,sábado,"['Elevación de talones', 'Flexiones pike', 'Flexiones declinadas', 'Muscle ups']","[3, 3, 4, 5]","[24, 19, 16, 25]","['pierna', 'pecho', 'pecho', 'espalda']"
Masculino,41,66.8,1.81,aumento de peso,1607.36,martes,"['Dominadas supinas', 'Dominadas comando', 'Dips en paralelas', 'Chin ups']","[3, 5, 4, 5]","[17, 17, 11, 11]","['espalda', 'espalda', 'bicep_tricep', 'bicep_tricep']"
Femenino,39,73.4,1.7,aumento de peso,1482.34,sábado,"['Flexiones pike', 'Dips en paralelas', 'Chin ups', 'Saltos en caja']","[3, 5, 4, 5]","[10, 15, 18, 14]","['pecho', 'pecho', 'espalda', 'pierna']"
Masculino,45,78.6,1.86,perdida de peso,1766.82,miércoles,"['Sentadillas salto', 'Sentadillas pistol', 'Wall sit']","[3, 4, 4]","[17, 14, 13]","['pierna', 'pierna', 'pierna']"
Femenino,27,58.5,1.7,perdida de peso,1395.7,martes,"['Dips en silla', 'Dominadas comando', 'Dips entre bancos', 'Superman']","[4, 5, 5, 4]","[20, 19, 15, 21]","['bicep_tricep', 'espalda', 'bicep_tricep', 'espalda']"
Masculino,38,83.4,1.66,aumento de peso,1780.18,viernes,"['Handstand hold', 'Remo invertido', 'Pike push ups']","[2, 4, 4]","[13, 15, 14]","['hombro', 'espalda', 'hombro']"
Femenino,51,70.3,1.58,aumento de peso,1374.58,lunes,"['Pike push ups', 'Flexiones pike', 'Flexiones diamante']","[2, 4, 4]","[12, 15, 12]","['bicep_tricep', 'pecho', 'pecho']"
Masculino,38,62.1,1.83,perdida de peso,1573.37,viernes,"['Dominadas supinas', 'Flexiones pike', 'Handstand push ups', 'Dominadas pronadas']","[5, 5, 3, 4]","[19, 15, 14, 19]","['espalda', 'hombro', 'hombro', 'espalda']"
Femenino,26,62.3,1.66,perdida de peso,1429.68,viernes,"['Pike push ups', 'Y raises', 'Handstand hold', 'Remo invertido']","[4, 5, 6, 5]","[15, 19, 20, 18]","['hombro', 'hombro', 'hombro', 'espalda']"
Masculino,45,71.3,1.67,aumento de peso,1571.81,miércoles,"['Sentadillas sumo', 'Sentadillas sumo', 'Elevación de talones']","[2, 2, 2]","[13, 15, 8]","['pierna', 'pierna', 'pierna']"
Femenino,48,69.9,1.62,aumento de peso,1392.04,miércoles,"['Sentadillas', 'Zancadas', 'Pike push ups']","[4, 4, 4]","[15, 15, 15]","['pierna', 'pierna', 'hombro']"
Masculino,20,73.2,1.89,perdida de peso,1877.84,jueves,"['Flexiones normales', 'Flexiones hindu', 'Flexiones tricep', 'Dominadas supinas']","[6, 6, 6, 6]","[22, 23, 28, 16]","['pecho', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Femenino,23,61.4,1.7,perdida de peso,1442.34,martes,"['Flexiones hindu', 'Chin ups', 'Remo invertido', 'Chin ups']","[4, 6, 6, 4]","[30, 24, 21, 18]","['bicep_tricep', 'espalda', 'espalda', 'espalda']"
Masculino,22,82.9,1.78,aumento de peso,1942.13,sábado,"['Dominadas comando', 'Zancadas salto', 'Pull ups', 'Wall sit']","[4, 3, 3, 4]","[10, 10, 10, 12]","['espalda', 'pierna', 'espalda', 'pierna']"
Femenino,49,64.6,1.74,aumento de peso,1358.06,lunes,"['Dips entre bancos', 'Dips en paralelas', 'Handstand hold']","[2, 4, 3]","[8, 14, 11]","['bicep_tricep', 'bicep_tricep', 'hombro']"
Masculino,18,91.0,1.86,perdida de peso,2120.3,viernes,"['Superman', 'Pike push ups', 'Hollow body hold', 'Remo archer']","[5, 4, 3, 4]","[23, 16, 22, 17]","['espalda', 'hombro', 'hombro', 'espalda']"
Femenino,54,65.5,1.68,perdida de peso,1332.4,viernes,"['Plancha lateral', 'Dominadas anchas', 'Pull ups']","[4, 4, 3]","[11, 20, 13]","['hombro', 'espalda', 'espalda']"
Masculino,37,84.7,1.89,aumento de peso,1919.79,viernes,"['Dominadas pronadas', 'Remo invertido', 'Plancha lateral', 'T raises']","[3, 4, 5, 5]","[18, 15, 18, 17]","['espalda', 'espalda', 'hombro', 'hombro']"
Femenino,38,64.7,1.73,aumento de peso,1408.92,martes,"['Dips en paralelas', 'Pull ups', 'Flexiones close grip', 'Dominadas comando']","[5, 3, 3, 5]","[10, 16, 15, 18]","['bicep_tricep', 'espalda', 'bicep_tricep', 'espalda']"
Masculino,50,90.5,1.86,perdida de peso,1895.85,lunes,"['Y raises', 'Flexiones diamante', 'Shrugs calisténicos']","[2, 4, 2]","[17, 18, 17]","['hombro', 'pecho', 'hombro']"
Femenino,50,48.2,1.71,perdida de peso,1190.52,sábado,"['Saltos en caja', 'Flexiones una mano asistidas', 'Dips en paralelas']","[2, 3, 2]","[20, 18, 11]","['pierna', 'pecho', 'pecho']"
Masculino,38,84.2,1.81,aumento de peso,1866.14,sábado,"['Zancadas laterales', 'Flexiones pino asistidas', 'Flexiones hindu', 'Flexiones archer']","[4, 3, 3, 3]","[14, 17, 12, 15]","['pierna', 'pecho', 'pecho', 'pecho']"
Femenino,40,63.5,1.73,aumento de peso,1388.0,lunes,"['Elevaciones laterales', 'Flexiones inclinadas', 'Dips en paralelas', 'Dips en paralelas']","[4, 4, 4, 4]","[13, 16, 10, 13]","['hombro', 'pecho', 'bicep_tricep', 'bicep_tricep']"
Masculino,49,74.2,1.7,perdida de peso,1599.34,lunes,"['Pseudo planche', 'Flexiones diamante', 'Pseudo planche']","[4, 3, 4]","[17, 15, 16]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Femenino,20,73.2,1.75,perdida de peso,1578.72,martes,"['Dominadas anchas', 'Flexiones diamante', 'Dominadas supinas', 'Dominadas anchas']","[6, 5, 4, 4]","[22, 23, 22, 20]","['espalda', 'bicep_tricep', 'espalda', 'espalda']"
Masculino,55,75.0,1.66,aumento de peso,1549.5,martes,"['Flexiones diamante', 'Pull ups', 'Flexiones tricep']","[3, 4, 2]","[15, 11, 8]","['bicep_tricep', 'espalda', 'bicep_tricep']"
Femenino,31,47.2,1.69,aumento de peso,1266.62,martes,"['Pseudo planche', 'Flexiones tricep', 'Flexiones hindu', 'Superman']","[3, 3, 5, 5]","[17, 12, 15, 10]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'espalda']"
Masculino,42,60.2,1.66,perdida de peso,1435.14,miércoles,"['Elevaciones laterales', 'Saltos en caja', 'Handstand hold']","[3, 2, 3]","[18, 12, 12]","['hombro', 'pierna', 'hombro']"
Femenino,46,62.6,1.6,perdida de peso,1327.76,lunes,"['Flexiones close grip', 'Flexiones inclinadas', 'Flexiones explosivas']","[3, 4, 3]","[17, 18, 17]","['bicep_tricep', 'pecho', 'pecho']"
Masculino,29,71.2,1.77,aumento de peso,1729.24,viernes,"['Remo invertido', 'Pike push ups', 'Hollow body hold', 'Dominadas supinas']","[4, 4, 4, 3]","[10, 11, 12, 17]","['espalda', 'hombro', 'hombro', 'espalda']"
Femenino,39,72.5,1.71,aumento de peso,1475.5,martes,"['Pseudo planche', 'Dips entre bancos', 'Dominadas supinas', 'Pull ups']","[4, 4, 5, 4]","[10, 14, 16, 13]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'espalda']"
Masculino,49,70.1,1.74,perdida de peso,1563.17,martes,"['Dominadas anchas', 'Dips en paralelas', 'Dominadas anchas']","[2, 4, 2]","[20, 11, 20]","['espalda', 'bicep_tricep', 'espalda']"
Femenino,24,66.6,1.57,perdida de peso,1464.16,miércoles,"['Zancadas laterales', 'Sentadillas', 'Hollow body hold', 'Pike push ups']","[5, 4, 4, 5]","[18, 18, 25, 20]","['pierna', 'pierna', 'hombro', 'hombro']"
Masculino,29,81.9,1.85,aumento de peso,1915.83,miércoles,"['Zancadas', 'Zancadas salto', 'Pike push ups', 'Sentadillas sumo']","[5, 4, 6, 6]","[18, 13, 18, 17]","['pierna', 'pierna', 'hombro', 'pierna']"
Femenino,46,59.7,1.59,aumento de peso,1298.12,martes,"['Dominadas pronadas', 'Dominadas pronadas', 'Flexiones tricep']","[2, 2, 3]","[9, 14, 13]","['espalda', 'espalda', 'bicep_tricep']"
Masculino,52,76.1,1.87,perdida de peso,1689.97,viernes,"['Plancha lateral', 'Flexiones pino', 'Flexiones pike']","[4, 4, 2]","[18, 14, 20]","['hombro', 'hombro', 'hombro']"
Femenino,22,58.1,1.69,perdida de peso,1413.56,viernes,"['Remo invertido', 'Chin ups', 'Remo con toalla', 'Flexiones pino']","[5, 4, 6, 4]","[23, 29, 17, 16]","['espalda', 'espalda', 'espalda', 'hombro']"
Masculino,43,68.4,1.77,aumento de peso,1595.68,lunes,"['Y raises', 'Flexiones close grip', 'Flexiones hindu', 'Wall handstand']","[3, 3, 5, 4]","[18, 10, 11, 18]","['hombro', 'bicep_tricep', 'pecho', 'hombro']"
Femenino,47,54.3,1.69,aumento de peso,1259.58,miércoles,"['Handstand push ups', 'Wall handstand', 'Handstand push ups']","[4, 4, 2]","[9, 12, 8]","['hombro', 'hombro', 'hombro']"
Masculino,42,88.7,1.71,perdida de peso,1850.59,jueves,"['Flexiones diamante', 'Flexiones una mano asistidas', 'Flexiones explosivas']","[2, 3, 4]","[18, 13, 16]","['pecho', 'pecho', 'pecho']"
Femenino,42,68.8,1.73,perdida de peso,1429.48,viernes,"['Hollow body hold', 'Remo archer', 'Dominadas supinas', 'Wall handstand']","[3, 5, 4, 5]","[21, 23, 21, 17]","['hombro', 'espalda', 'espalda', 'hombro']"
Masculino,22,74.3,1.84,aumento de peso,1854.31,sábado,"['Burpees', 'Flexiones pino asistidas', 'Pull ups', 'Flexiones wide grip']","[5, 6, 5, 5]","[12, 18, 18, 17]","['pierna', 'pecho', 'espalda', 'pecho']"
Femenino,43,65.4,1.68,aumento de peso,1383.14,jueves,"['Flexiones pike', 'Flexiones inclinadas', 'Flexiones hindu', 'Dips en paralelas']","[4, 4, 3, 5]","[16, 14, 16, 10]","['pecho', 'pecho', 'bicep_tricep', 'bicep_tricep']"
Masculino,39,75.4,1.75,perdida de peso,1708.78,lunes,"['Flexiones archer', 'Flexiones explosivas', 'Flexiones diamante', 'Dips entre bancos']","[3, 4, 3, 5]","[15, 20, 18, 18]","['pecho', 'pecho', 'bicep_tricep', 'bicep_tricep']"
Femenino,55,59.2,1.66,perdida de peso,1263.62,jueves,"['Flexiones diamante', 'Dips en silla', 'Flexiones pino asistidas']","[3, 4, 2]","[16, 18, 15]","['bicep_tricep', 'bicep_tricep', 'pecho']"
Masculino,46,73.9,1.83,aumento de peso,1680.63,martes,"['Dominadas neutras', 'Dips en paralelas', 'Dips entre bancos']","[2, 4, 3]","[13, 13, 10]","['espalda', 'bicep_tricep', 'bicep_tricep']"
Femenino,30,64.7,1.69,aumento de peso,1439.32,viernes,"['Remo archer', 'Wall handstand', 'Y raises', 'Superman']","[4, 4, 6, 6]","[16, 14, 18, 14]","['espalda', 'hombro', 'hombro', 'espalda']"
Masculino,54,80.5,1.86,perdida de peso,1731.65,viernes,"['Handstand push ups', 'T raises', 'Remo archer']","[4, 2, 2]","[17, 11, 16]","['hombro', 'hombro', 'espalda']"
Femenino,53,51.0,1.75,perdida de peso,1210.5,martes,"['Pseudo planche', 'Superman', 'Muscle ups']","[4, 2, 2]","[18, 15, 16]","['bicep_tricep', 'espalda', 'espalda']"
Masculino,34,60.8,1.74,aumento de peso,1537.76,martes,"['Remo archer', 'Chin ups', 'Chin ups', 'Dips entre bancos']","[4, 3, 5, 5]","[15, 11, 18, 10]","['espalda', 'espalda', 'bicep_tricep', 'bicep_tricep']"
Femenino,43,66.5,1.57,aumento de peso,1373.9,lunes,"['Flexiones hindu', 'Flexiones inclinadas', 'Flexiones close grip', 'Flexiones pino asistidas']","[5, 4, 5, 5]","[11, 17, 11, 13]","['pecho', 'pecho', 'bicep_tricep', 'pecho']"
Masculino,52,60.3,1.74,perdida de peso,1408.51,jueves,"['Dips en paralelas', 'Dips en paralelas', 'Dips en paralelas']","[4, 3, 3]","[11, 11, 11]","['pecho', 'pecho', 'pecho']"
Femenino,30,58.2,1.73,perdida de peso,1384.12,martes,"['Dips en silla', 'Dips en paralelas', 'Pseudo planche', 'Flexiones tricep']","[4, 4, 4, 5]","[24, 13, 16, 23]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,26,64.5,1.77,aumento de peso,1657.85,viernes,"['Flexiones pike', 'Remo archer', 'Remo con toalla', 'Dominadas comando']","[3, 5, 3, 5]","[12, 15, 14, 10]","['hombro', 'espalda', 'espalda', 'espalda']"
Femenino,52,71.1,1.59,aumento de peso,1379.36,miércoles,"['Y raises', 'Elevación de talones', 'Flexiones pino']","[3, 4, 3]","[11, 9, 11]","['hombro', 'pierna', 'hombro']"
Masculino,26,82.9,1.85,perdida de peso,1949.93,jueves,"['Chin ups', 'Dominadas supinas', 'Dips entre bancos', 'Flexiones normales']","[4, 6, 6, 5]","[27, 25, 26, 16]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'pecho']"
Femenino,47,63.8,1.72,perdida de peso,1356.18,martes,"['Flexiones diamante', 'Dominadas neutras', 'Pike push ups']","[2, 3, 3]","[17, 19, 20]","['bicep_tricep', 'espalda', 'bicep_tricep']"
Masculino,34,72.4,1.83,aumento de peso,1741.68,viernes,"['Superman', 'Dominadas comando', 'Remo invertido', 'Dominadas pronadas']","[5, 5, 4, 3]","[12, 18, 13, 14]","['espalda', 'espalda', 'espalda', 'espalda']"
Femenino,31,61.6,1.57,aumento de peso,1383.26,lunes,"['Flexiones inclinadas', 'Flexiones pike', 'Chin ups', 'Handstand hold']","[3, 3, 3, 5]","[13, 18, 12, 15]","['pecho', 'hombro', 'bicep_tricep', 'hombro']"
Masculino,19,67.9,1.74,perdida de peso,1737.03,lunes,"['Handstand hold', 'Flexiones pike', 'Flexiones hindu', 'Hollow body hold']","[4, 4, 5, 4]","[25, 19, 21, 14]","['hombro', 'hombro', 'pecho', 'hombro']"
Femenino,41,54.6,1.67,perdida de peso,1287.06,sábado,"['Dominadas neutras', 'Flexiones explosivas', 'Flexiones una mano asistidas', 'Flexiones una mano asistidas']","[5, 4, 4, 3]","[20, 19, 24, 20]","['espalda', 'pecho', 'pecho', 'pecho']"
Masculino,35,81.6,1.71,aumento de peso,1800.92,jueves,"['Flexiones diamante', 'Flexiones tricep', 'Dips entre bancos', 'Handstand push ups']","[5, 3, 5, 3]","[12, 15, 10, 18]","['pecho', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Femenino,30,48.7,1.58,aumento de peso,1265.92,lunes,"['Flexiones explosivas', 'Flexiones pike', 'Handstand push ups', 'Flexiones pino asistidas']","[4, 4, 3, 5]","[15, 12, 10, 16]","['pecho', 'pecho', 'hombro', 'pecho']"
Masculino,33,85.7,1.78,perdida de peso,1905.69,sábado,"['Zancadas salto', 'Flexiones inclinadas', 'Remo con toalla', 'Remo invertido']","[5, 4, 4, 5]","[25, 16, 13, 14]","['pierna', 'pecho', 'espalda', 'espalda']"
Femenino,27,46.0,1.66,perdida de peso,1268.5,martes,"['Dips en silla', 'Remo archer', 'Dominadas supinas', 'Pike push ups']","[4, 5, 4, 3]","[13, 20, 23, 19]","['bicep_tricep', 'espalda', 'espalda', 'bicep_tricep']"
Masculino,45,68.7,1.68,aumento de peso,1541.19,miércoles,"['Sentadillas pistol', 'Burpees', 'Flexiones pino']","[2, 2, 4]","[9, 8, 12]","['pierna', 'pierna', 'hombro']"
Femenino,41,49.1,1.61,aumento de peso,1223.46,miércoles,"['Wall sit', 'Handstand push ups', 'Elevaciones laterales', 'Handstand push ups']","[4, 4, 5, 4]","[16, 16, 18, 16]","['pierna', 'hombro', 'hombro', 'hombro']"
Masculino,19,72.9,1.66,perdida de peso,1765.53,martes,"['Muscle ups', 'Pike push ups', 'Dips en paralelas', 'Pseudo planche']","[5, 3, 3, 3]","[13, 16, 23, 18]","['espalda', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Femenino,28,53.1,1.69,perdida de peso,1337.36,sábado,"['Flexiones pike', 'Flexiones inclinadas', 'Remo con toalla', 'Zancadas']","[5, 4, 4, 4]","[25, 14, 17, 17]","['pecho', 'pecho', 'espalda', 'pierna']"
Masculino,39,64.0,1.86,aumento de peso,1607.6,lunes,"['Flexiones una mano asistidas', 'Dips en silla', 'Elevaciones laterales', 'Flexiones diamante']","[3, 4, 3, 3]","[15, 18, 13, 10]","['pecho', 'bicep_tricep', 'hombro', 'pecho']"
Femenino,19,69.1,1.57,aumento de peso,1511.66,sábado,"['Flexiones declinadas', 'Sentadillas', 'Flexiones wide grip']","[4, 3, 2]","[13, 13, 11]","['pecho', 'pierna', 'pecho']"
Masculino,40,78.0,1.81,perdida de peso,1767.6,lunes,"['Handstand push ups', 'Handstand push ups', 'Handstand push ups', 'Flexiones una mano asistidas']","[4, 3, 5, 5]","[19, 22, 21, 22]","['hombro', 'hombro', 'bicep_tricep', 'pecho']"
Femenino,19,69.9,1.67,perdida de peso,1537.34,sábado,"['Zancadas', 'Flexiones hindu', 'Zancadas laterales', 'Burpees']","[4, 5, 3, 3]","[18, 23, 22, 15]","['pierna', 'pecho', 'pierna', 'pierna']"
Masculino,20,72.3,1.66,aumento de peso,1750.51,viernes,"['Shrugs calisténicos', 'Plancha lateral', 'Pull ups', 'Remo invertido']","[4, 4, 4, 3]","[11, 11, 11, 15]","['hombro', 'hombro', 'espalda', 'espalda']"
Femenino,18,54.9,1.75,aumento de peso,1412.44,miércoles,"['Hollow body hold', 'Hollow body hold', 'Wall sit', 'Sentadillas salto']","[4, 5, 4, 6]","[17, 14, 16, 18]","['hombro', 'hombro', 'pierna', 'pierna']"
Masculino,31,66.4,1.82,perdida de peso,1674.88,lunes,"['Dips en paralelas', 'Flexiones pino asistidas', 'Flexiones tricep', 'Pseudo planche']","[4, 5, 4, 5]","[19, 13, 20, 17]","['bicep_tricep', 'pecho', 'bicep_tricep', 'bicep_tricep']"
Femenino,54,74.9,1.7,perdida de peso,1426.24,jueves,"['Flexiones tricep', 'Dips en paralelas', 'Dips entre bancos']","[4, 3, 4]","[11, 14, 17]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,37,76.6,1.84,aumento de peso,1783.82,sábado,"['Sentadillas sumo', 'Remo con toalla', 'Wall sit', 'Sentadillas pistol']","[5, 4, 3, 4]","[10, 10, 15, 16]","['pierna', 'espalda', 'pierna', 'pierna']"
Femenino,25,74.7,1.56,aumento de peso,1535.42,miércoles,"['Handstand push ups', 'T raises', 'Sentadillas']","[4, 4, 3]","[15, 13, 15]","['hombro', 'hombro', 'pierna']"
Masculino,50,77.1,1.66,perdida de peso,1612.27,jueves,"['Flexiones diamante', 'Flexiones normales', 'Dips en paralelas']","[3, 3, 2]","[17, 17, 12]","['bicep_tricep', 'pecho', 'pecho']"
